341|Critical Care (1997)|01-Jan-1997|5|938,2616,3089,3208,4001,4890,5087,7205,8238,11409,11556,14640,17185,18161,23871,24723,24741,27660,28735,29819,30364,34502,34621,37271,37905,38457,38572,39751,39843,40484|488
342|The Man Who Knew Too Little (1997)|01-Jan-1997|5,13|195,915,2257,2719,4228,4374,5047,5211,5780,6415,6915,7137,7689,8327,8538,8601,8917,9142,9192,10554,11156,11637,11922,12095,13326,13560,13563,14257,14484,15322,16552,17753,18137,18422,18471,18719,18791,18796,18800,19304,19607,19905,19964,20123,20726,21562,22688,22692,22694,22785,23887,24208,24221,24418,24503,24527,24903,25285,26087,26104,26307,26433,26453,27951,28069,28418,28630,28639,28835,29712,29907,30725,31338,31991,32262,32922,33432,34059,34146,34732,34786,35325,36397,38651,39141,39650,42546|14
343|Alien: Resurrection (1997)|01-Jan-1997|1,11,15|1537,3370,5769,5955,6028,7131,7133,8081,8917,9605,10682,11365,12099,14793,15710,16375,16614,18056,19832,20513,20805,21184,21461,21616,22704,24851,25675,28454,28649,28850,30905,31030,32741,33169,33339,36165,40197,42445|391
344|The Apostle (1997)|18-Dec-1997|8|384,1117,1643,3046,3855,3856,4985,5030,5230,6513,6772,7464,9186,9728,9812,10110,10242,10310,11231,11271,11424,11617,12000,12993,15451,17423,17528,18080,18852,20538,21036,21526,21566,22254,22542,23850,24325,25219,25411,26118,26187,26386,27318,28042,29831,30611,31180,31443,31668,31901,32539,32765,33140,33141,34138,35268,35412,35456,35467,35775,36755,36855,39754,40720,40830,41142,41244,41279,41603,42152,42427,42777,42870|224
345|Deconstructing Harry (1997)|01-Jan-1997|5,8|387,676,717,1219,1847,2369,2462,2616,3283,3350,3841,4192,4323,4440,4465,4951,5775,6136,7129,7573,8890,9351,9534,9724,11002,12119,12678,12865,12901,14779,15080,15548,16173,16335,16933,17055,17491,17709,18326,20725,20982,21633,21767,21845,22443,22527,22992,23814,24300,24665,24788,25096,25208,26482,26571,28303,28557,29182,29399,29593,29599,29938,29979,30367,30814,30847,31313,31641,32230,33023,33695,33744,33992,34331,34533,34642,34710,34919,34954,35227,35685,35862,36532,36810,37679,37869,38035,38293,39054,39173,39397,40049,40699,41456,42194|6
346|Jackie Brown (1997)|01-Jan-1997|6,8|1940,2682,5902,6385,6491,8709,10687,12648,13605,15499,16349,19057,21948,25727,26575,28234,28370,29436,30216,30649,31974,33020,33360,34062,34179,34378,35762,35846,36761,36824,36910,37387,37549,37695,40383,41986,42009,42563,42783|803
347|Wag the Dog (1997)|09-Jan-1998|5,8|1791,1795,2291,3079,3662,4081,4113,4600,5489,5490,6257,6385,7534,7765,7927,8236,8860,9055,9405,9661,10669,10864,11011,11650,11790,11822,11871,12117,12513,13366,13826,14208,14931,14984,15151,15263,15879,16117,16769,17069,17082,17664,17866,18383,18384,18453,18740,18994,19030,21948,21993,22442,23268,23312,23886,24829,24934,25621,26508,26959,27069,27084,27609,27753,28249,28437,28656,29264,29540,29685,30943,31186,31928,32008,32317,32498,32799,32977,33191,33249,33660,33683,33766,34226,34365,34677,35773,36567,37104,37245,37697,37731,38081,39227,39377,41484,42380,42411,42412|468
348|Desperate Measures (1998)|30-Jan-1998|6,8,16|152,465,1130,4916,5076,5547,5725,6777,7181,8353,8527,8547,9227,9618,12075,12163,13413,13605,13664,13740,13977,15530,16775,17548,17566,19275,19601,20128,20344,20808,22045,22307,22403,22549,22683,23435,24751,26093,26171,26771,27447,27658,27795,28150,29519,29627,32338,32748,34442,35714,36357,37070,37348,37912,37983,38615,41418,41437|27,717
349|Hard Rain (1998)|16-Jan-1998|1,16|908,1207,3318,7466,7488,8559,8921,9961,11057,14755,18179,18221,18679,20267,21293,22452,24368,32725,33568,42558|698
350|Fallen (1998)|16-Jan-1998|1,13,16|841,962,997,1671,4171,4690,4733,6228,6699,7030,9193,9460,9947,10400,11457,11657,12835,13275,13424,13488,14317,16886,16936,17015,17257,17544,18656,19981,20404,22367,22457,22794,22808,22851,22961,23521,24104,25499,25716,27425,27544,27575,28150,28218,28416,28542,28807,28968,29119,29730,31130,31500,32076,32206,34611,34628,34723,34939,37089,37475,40643,41059,41939,42355|350
351|The Prophecy II (1998)|16-Jan-1998|11|18,6108,7514,7540,7820,11566,12406,12927,13552,14407,14962,18647,20287,21100,21420,21490,22204,22520,25359,26373,26639,27321,27779,28023,28607,29155,29998,31691,32442,37803,38148,38245,39987,42152,42498|769
352|Spice World (1997)|01-Jan-1997|5,12|371,522,1472,2989,4267,4374,5472,5815,7200,7777,8054,8532,8792,8999,9196,9427,9437,9498,10079,10173,11882,12077,12295,12958,13691,14870,15300,16644,17363,17440,17527,18293,18615,19347,19447,19513,20239,21114,22609,23938,24305,27357,27874,27909,30031,30758,30837,30949,31744,32633,33816,34202,34360,37601,38121,39647,40140,40318,40675,41068,41209,41382,42461|774
353|Deep Rising (1998)|30-Jan-1998|1,11,15|631,1300,5891,5892,8532,9785,11320,12096,16881,17004,19478,19483,21061,25398,25656,28316,29225,29520,29786,31147,32134,35355,38160,41002|765
354|The Wedding Singer (1998)|13-Feb-1998|5,14|231,1339,1390,1794,3003,3449,3554,4054,4193,5308,5489,5528,6101,7387,7797,8362,9723,10635,11513,12021,12352,12431,12805,13484,13938,15121,15663,15756,17498,18942,19112,19234,19789,21021,21623,22269,22550,23107,23260,23788,24067,24314,24424,25980,26088,26887,26988,29310,29349,29601,29921,30943,31318,31390,31840,33152,33871,36579,37949,38918,39166,39179,40395,40417,41533,41626|158
355|Sphere (1998)|13-Feb-1998|2,15,16|5576,10753,11790,11822,12648,14565,15320,20722,23422,25621,34294,39443,41293|468
356|The Client (1994)|01-Jan-1994|8,13,16|3677,4188,4892,4989,5660,6260,6451,6597,6712,6814,7364,7601,8374,8668,10199,10653,10730,11183,11320,12998,13199,13344,13804,14107,14598,14714,14778,15596,16117,16735,16993,18430,19747,20282,21154,21274,21828,21998,22291,22584,23010,23098,23103,23525,24753,24885,26670,27423,28067,28161,28638,29020,29371,30269,30613,33328,33983,34588,35413,36188,37472,37740,38868,39979,40268,40303,40451,40823,42291,42446,42750|719
357|One Flew Over the Cuckoo's Nest (1975)|01-Jan-1975|8|2030,3043,3094,3135,5731,5813,6733,7133,7277,7721,9465,13796,14665,14834,15546,16454,16499,16984,19176,21657,22668,23057,23357,24032,24432,27831,29012,31603,33172,33319,35180,36252,36451,38127,40308,40858|256
358|Spawn (1997)|01-Aug-1997|1,2,15,16|223,224,3928,5000,5323,5481,6056,9445,10040,10879,12247,14344,15089,15295,17193,20082,21900,22287,23898,24259,25550,27549,27839,28030,28333,28988,29408,30017,31550,33810,36242,39521,41210|204
359|The Assignment (1997)|01-Jan-1997|16|715,1674,2644,2713,3780,6589,6614,6687,7422,8567,8819,8833,9440,10002,11760,13327,14015,14169,14425,14743,14876,18370,19859,20780,21028,21321,22679,23189,25165,25499,27229,27660,28093,29054,30453,33208,36028,36356,38867,42464|218
360|Wonderland (1997)|01-Jan-1997|7|10373,17200,18168|590
361|Incognito (1997)|01-Jan-1997|6,16|543,2337,2688,2922,4011,4107,4374,4913,6860,7741,8327,8601,8648,9123,11914,12439,15589,16542,16784,18220,18392,19041,19120,20249,20757,21982,24083,25008,25508,26320,26331,26829,26835,27729,29353,31740,35289,35648,36048,38742,42715|42
362|Blues Brothers 2000 (1998)|06-Feb-1998|1,5,12|1051,1286,1596,1774,2386,2435,2525,2531,2606,3102,3179,3203,3627,4215,4561,4726,4836,5709,5858,6246,6274,6520,6808,7177,7313,7377,7398,8044,8576,8862,9468,9947,10474,10598,10769,10840,11272,11654,11669,11787,11987,11991,12965,12985,13615,13797,13949,13965,14445,14705,14734,14921,15131,15269,15968,16281,16474,16564,17139,17157,17538,17604,17635,18297,18445,18494,18707,18756,19942,20273,20384,20417,20730,20989,21048,21133,21247,21375,21593,21596,21667,21787,21940,22528,22749,23783,23891,24182,24222,24539,24779,25601,25836,25897,26478,26945,27144,27571,27763,27856,28510,28907,29188,29250,29523,29736,29821,30112,30113,30398,30541,30766,30857,30891,31033,31331,31407,31458,31484,31611,31700,31943,32259,32464,32525,32556,33180,33387,33398,33414,33473,33510,33617,33658,33825,33994,34007,34848,34979,35229,35284,35366,35472,35825,36069,36149,37140,37205,37400,37457,37571,38534,38699,38827,38914,38992,39189,39448,39572,39628,39688,39773,39774,39775,39790,39843,39914,40036,40129,40471,40479,40840,40896,41025,41097,41487,41532,41549,41744,41806,42000,42366,42646,42650,42841,43051|442
363|Sudden Death (1995)|01-Jan-1995|1|505,844,960,1337,1464,2573,3024,3188,3798,3866,4226,4812,4829,4830,5105,6026,6551,7892,7963,8547,9267,9367,9870,10621,10665,10746,10965,11043,11158,11184,11786,12159,12380,12589,12929,13333,13656,14605,14621,14746,14951,15861,16256,16307,16476,17730,17811,18096,18171,19162,19404,19417,19983,20027,20552,20806,20808,20919,21549,21701,22308,22549,22942,23092,23499,24324,24580,24734,25009,25079,25486,26046,26060,26825,27656,27657,27852,29790,30527,30744,32107,34587,36091,36654,37624,37896,39858,40849,41959,42451,42913|377
364|Ace Ventura: When Nature Calls (1995)|01-Jan-1995|5|219,1851,3776,4041,6074,6179,8031,10473,10558,13763,14067,16061,17456,20693,24761,24840,24902,24969,25318,26175,26471,28239,29375,31478,35437,38522,38660,41736|592
365|Powder (1995)|01-Jan-1995|8|1927,3710,4992,5548,8505,8939,9834,10182,11276,11357,11468,12368,16430,18433,20499,21068,24449,25341,25726,25758,27646,28156,28526,31948,32993,33642,36951,37603,39482,41181,41963|699
366|Dangerous Minds (1995)|01-Jan-1995|8|444,554,650,734,735,2086,2370,3345,4083,4713,6987,7493,7619,10170,10172,10574,12422,12564,15420,15917,16666,19081,20630,23146,23710,25359,25963,26253,26772,26889,28957,29491,29609,29693,29933,29949,30927,33187,33643,33671,33796,33966,34503,35410,36082,36941,37232,37889,39122,39887,41080,41804,42763,42765,43006|757
367|Clueless (1995)|01-Jan-1995|5|300,1426,1842,5277,8067,10045,10743,11365,11886,13331,14120,14404,15797,16006,17714,18212,19797,20957,21544,21800,22768,22846,23871,24308,27337,27905,30265,30752,31076,32183,32634,32808,32867,33422,34683,35077,36643,37969,38245,40761,41147|332
368|Bio-Dome (1996)|01-Jan-1996|5|937,1233,2248,3409,3538,4862,5870,5916,6237,6719,7478,7662,8834,9361,9562,9814,13219,14160,14651,15672,15822,16894,16979,16980,18364,18959,20975,21201,22388,24033,24079,24413,24855,25975,27801,27917,29240,30794,32625,32696,34246,34644,34672,34864,35125,36063,36092,37533,37888,37943,41762|84
369|Black Sheep (1996)|02-Feb-1996|5|775,883,1294,2964,3558,3959,4094,6803,8107,8108,8109,9198,11572,11916,12167,14320,15325,15808,15874,16787,17223,18377,19251,19448,19917,20070,20574,24413,24722,24851,26645,28388,28558,28691,30144,30862,31088,32856,33829,35058,35596,38583,38606,39225,40622,41066,42460|771
370|Mary Reilly (1996)|23-Feb-1996|8,16|1365,2712,4975,8327,9183,9946,11711,14970,16259,16728,22588,23899,25117,29948,30571,31594,31955,32601,33630,34201,34319,34405,34986,36460,37211,38525,39328,39842,40770,41111|266
371|The Bridges of Madison County (1995)|09-Feb-1996|8,14|2153,2419,2899,2957,3103,4601,6518,7531,7532,8046,11294,14432,14612,15732,17064,19829,20951,22140,24387,26416,30103,31816,31817,32615,33078,36934,37616,37907,37992,40386,40414,40552,41016,41317,41828,42617|226
372|Jeffrey (1995)|01-Jan-1995|5|458,889,1490,1561,1679,2836,3905,4256,5336,5852,5994,6217,7467,7703,8277,8468,8772,8920,8930,9211,9222,11070,11598,12678,12816,13834,14110,14726,15752,16074,16284,16757,18942,19013,20099,20671,20954,22604,23646,24440,25163,25312,25479,25966,26120,26520,27741,27812,29839,30859,32237,32727,32754,37101,37992,38311,38568,38949,39095,39098,40615,40949,41106,41712,42445|33
373|Judge Dredd (1995)|01-Jan-1995|1,2,15|125,862,917,1138,1445,2310,2518,2910,3169,5131,6064,7451,8526,9096,9514,9755,10090,11418,12090,13150,14016,14878,14989,15693,16039,16475,17164,18314,18404,18616,21198,21809,22740,22902,23163,23399,24419,24896,25197,26363,27207,27674,28424,29841,31394,32393,36265,37826,41150|118
374|Mighty Morphin Power Rangers: The Movie (1995)|01-Jan-1995|1,4|1036,1754,1761,2612,3938,4142,5687,8844,8924,9438,9669,9783,9816,12073,12111,12936,13446,14090,16179,16299,17280,17415,17699,18097,18880,20075,23428,24225,26333,26802,28911,29638,31836,33294,33998,35441,38134,39819|772
375|Showgirls (1995)|01-Jan-1995|8|32,651,778,934,1092,1551,1563,1709,2898,3026,3759,4276,4568,5260,5328,6160,6249,6720,6886,7373,7767,7786,7865,8612,9341,12553,12684,14546,15853,16078,16524,17214,17580,17757,20343,20873,21367,21454,21838,22116,22509,22819,23767,24022,24069,24958,25853,25891,26425,26696,26806,26938,27580,27582,27733,28404,28523,28541,28636,28984,29025,29070,29204,29380,29484,29904,30172,30544,30681,30852,31336,31413,31530,32808,32832,32940,33352,33355,33731,33775,34093,34789,35210,35482,35631,35796,35841,35990,36941,37121,37425,37489,37593,37642,37957,38330,38610,38666,38984,39136,39236,39294,39424,39550,39555,39783,39859,39880,41007,41079,41107,41805,41887,42022,42105,42289,42389,42683,42825,43046|833
376|Houseguest (1994)|01-Jan-1994|5||
377|Heavyweights (1994)|01-Jan-1994|4,5||
378|Miracle on 34th Street (1994)|01-Jan-1994|8|77,951,1080,1163,1646,3368,5942,6031,8277,9490,9689,10295,11949,13012,13073,13193,14247,17124,17214,17556,18462,18525,19286,20449,20842,20921,21211,21809,21812,23161,23456,24297,26141,27423,28457,28768,30808,31436,34507,35347,35682,36094,36419,36478,37217,37460,38157,38322,38857,39043,39423,40272,40468,40915,41052,41247,42743|521
379|Tales From the Crypt Presents: Demon Knight (1995)|01-Jan-1995|11||
380|Star Trek: Generations (1994)|01-Jan-1994|1,2,15|283,469,520,1466,3475,3537,5052,6526,6781,7048,7071,7895,8807,11729,12188,12388,12735,14212,14272,14402,15295,15607,16052,16573,17168,17857,18487,21263,21333,21620,21726,22764,22832,23192,23848,24802,25163,25691,26066,26398,26911,29830,29906,30120,30556,31011,31614,31701,32906,33932,33942,33949,34303,34493,35352,35661,35876,36570,37142,37509,37714,38881,40245,40819,40868,41536,42024,42329,42966|125
381|Muriel's Wedding (1994)|01-Jan-1994|5,14|318,833,1244,4098,4781,5311,5566,5681,6174,6319,9088,9302,10770,10961,11166,11309,11497,11773,12175,12311,13187,13575,13824,14125,14780,15042,16530,18348,19760,22352,22684,23420,23692,24557,24982,25502,27463,28537,28782,30946,31686,32022,32732,34078,34204,34307,34390,34875,35368,36304,36443,36465,36669,37870,37925,38400,39168,39219,39283,39402,39538,40320,40898,41367|353
382|The Adventures of Priscilla, Queen of the Desert (1994)|01-Jan-1994|5,8|1438,2717,4139,4413,4728,5384,6120,6198,7761,11928,12311,13679,14140,20347,20721,21385,24899,24959,27710,30117,31312,31803,31836,33676,35976,39014,39285,42456|230
383|The Flintstones (1994)|01-Jan-1994|4,5|1329,2315,2396,3326,4633,5833,7103,8559,9947,10891,13860,14288,15151,16078,17024,18148,18339,19541,21421,21714,21958,23395,24121,24122,24250,24618,25035,25342,25908,26205,28497,29105,29830,30076,30201,30767,32116,33513,35815,38409,38585,39043,39183,39496,39608,40747,40750,41232,41539,41707,42055|467
384|Naked Gun 33 1/3: The Final Insult (1994)|01-Jan-1994|5|228,567,651,2196,2413,2444,2473,3136,3847,3910,4342,4506,4572,4640,4897,4941,5285,5592,5954,6074,6782,7724,7853,7905,7912,8012,8021,8201,8208,8396,8558,8941,9555,10059,10337,10343,10352,10617,11163,11380,11555,11608,11916,12111,12387,13150,13625,13766,13836,13913,15568,15577,16126,16266,19199,20459,20462,21958,22389,22514,23235,23312,23572,23634,23751,23784,24239,24426,26205,27105,27498,27514,27651,27734,27814,28121,28232,28734,28832,28846,28919,29105,29146,29147,29149,29274,29394,29830,30056,30076,30393,30631,30632,30689,30990,31314,31315,31821,32212,32236,32278,32606,32754,33085,33510,33599,33942,34140,34551,34710,34715,34932,36482,36952,38892,39371,39691,40001,40270,40271,40494,40496,40860,40888,41302,41447,42489,42579,43026,43083|726
385|True Lies (1994)|01-Jan-1994|1,2,5,14|27,223,363,835,1473,3284,3797,5589,6369,7089,9113,9350,11572,11580,12423,12549,12755,13395,13513,14152,14251,14458,16250,16322,16446,16796,17840,19000,19232,19725,20095,20115,20320,20552,20714,21580,23032,23058,23488,24013,24118,25196,25685,28477,29034,31155,31361,32061,32357,32814,32845,33796,37605,38145,42929|114
386|Addams Family Values (1993)|01-Jan-1993|5|37,1483,1703,3555,4886,6166,7765,8348,8860,9214,9983,10193,11093,11178,11873,12395,13297,14446,14726,15546,16102,16621,16654,17436,20654,23074,23312,23800,24662,25375,26848,28128,28404,28466,28691,29839,30940,31375,32068,32278,33030,34363,34415,34510,34994,34995,35180,35249,35619,36559,36560,37395,37407,37615,38480,38991,39710,39725,40328,40684,42471|766
387|The Age of Innocence (1993)|01-Jan-1993|8|876,1336,3321,3714,5252,6183,6256,6321,7907,8198,8765,9336,9569,10051,10173,15166,15554,17076,17409,19219,21222,23096,23507,23508,26496,28428,30372,30575,31020,31359,32273,32795,32974,33109,33111,35175,35671,37160,38702,39122,39153,39410,40197,40429,40882,41091,42875,43075|721
388|Beverly Hills Cop III (1994)|01-Jan-1994|1,5|74,910,1026,1304,2579,2682,3675,3847,3959,4669,5025,5263,5402,6100,7406,7696,7697,7725,7793,7882,8429,9604,9668,10239,10617,11086,11340,11521,11533,11674,11695,12500,15172,15253,15627,15715,15810,15929,16072,16619,16673,17225,17297,17362,17488,17532,17984,18694,18777,18785,19836,20010,20193,20462,20782,21258,21762,21763,21785,22514,22760,23266,23318,23378,23431,23681,23870,23967,23969,24073,24226,24281,24478,24764,25154,25769,25770,25834,25885,26427,28219,28915,29216,29381,29428,29575,29830,31608,31776,32242,32608,33011,33733,34481,34922,35593,36387,36803,36956,37253,37407,37691,38878,39460,39521,39565,40602,40624,41029,41302,41378,41447,42126,42333,42395,42491,42682,42692,42783,42836,43028|442
389|Black Beauty (1994)|01-Jan-1994|2,4|789,803,913,1209,1388,1632,2379,2851,3462,4089,5248,5815,6195,6288,6594,11747,13737,14177,16839,16971,17183,17408,17460,18469,19442,20448,21299,21730,22578,22879,23579,23786,24243,25137,25814,25974,26189,26790,27449,28011,28935,29583,29705,30691,33300,37822,38912,39760|810
390|Fear of a Black Hat (1993)|01-Jan-1993|5|3261,3508,3818,5734,5835,5970,7797,8146,9823,10751,11381,11457,11959,12378,12619,13032,13118,13174,13400,14731,14916,15590,15736,16448,17298,19620,19661,20926,21682,21942,23085,23247,23526,23546,23662,24941,29479,29622,33552,33598,33839,35282,35409,35563,36501,39798,40785,41441,41757|175
391|Last Action Hero (1993)|01-Jan-1993|1,5|44,1349,1391,1552,1795,2804,4004,4452,4562,5148,6047,6733,6861,7265,7307,7835,8254,8395,8501,9409,9900,10889,13080,13708,13806,14010,14609,15172,15505,15539,15622,15807,15817,15984,17328,17489,17499,17638,17723,18748,19289,19427,20256,20278,20366,20516,21211,21322,21532,21741,22514,23089,23173,23488,24618,25311,25584,25697,26130,26239,26703,26825,26862,27665,27769,29477,29830,30472,30712,30735,31022,32239,32749,33063,33802,35555,36023,38335,39246,39313,39426,39814,40112,40696,41293,41447,41588,41933,42572,42758|536
392|The Man Without a Face (1993)|01-Jan-1993|8|5874,6381,6488,6588,8717,9032,9441,9565,10330,10497,10562,10617,11758,13422,13680,15246,15314,15458,16113,16627,16772,17389,17572,19023,20671,23263,24886,27896,31543,32277,34747,34924,36845,37030,37315,41473,42197,42605,42850|283
393|Mrs. Doubtfire (1993)|01-Jan-1993|5|1618,1772,2504,2995,3122,3304,3924,5617,5798,5841,7178,8346,8480,10522,11706,14918,15223,15668,15669,17254,18104,18608,18875,19116,19916,20385,21113,21209,21211,24768,27359,28303,29321,31260,32295,33223,33790,34410,34434,34957,35315,35596,36725,36976,37222,37448,37681,37996,38289,39411,42743|153
394|Radioland Murders (1994)|01-Jan-1994|5,13,14|5,1192,1504,1651,1747,1812,1955,2007,3495,3640,3696,3836,4340,4630,5669,6163,6302,7549,8251,8469,8550,9305,9863,10664,10943,11292,11698,11999,12709,13152,13274,13623,14110,14288,14423,14911,15194,15404,15546,15769,16102,16555,16576,17318,17341,17376,17377,17474,17888,17892,18332,18340,19264,19441,19757,20003,20423,20778,21417,21553,22250,23270,23907,25684,25760,25912,26228,26448,26467,26483,27309,27542,28238,28638,29310,30493,30920,31525,31593,31835,32326,32373,32772,33043,34391,34661,36035,36351,36788,36907,36970,37028,37316,38138,38416,38886,39079,39494,39630,39685,40510,41292,41865,42665,42731|759
395|Robin Hood: Men in Tights (1993)|01-Jan-1993|5|261,402,916,1200,1226,2332,2467,2744,3104,3324,4414,4568,6045,6374,6528,6586,6587,6863,6886,7811,9453,9708,9793,10130,10465,10711,11144,11272,11423,11575,12745,13361,13581,14371,15308,15337,16209,16962,16997,17320,17873,19258,19936,20832,20988,20998,21144,21708,21811,21856,22034,22751,22993,23421,23423,23930,24338,25003,25163,25284,25700,25718,26798,26859,26860,27190,29611,29801,31272,31411,31814,32096,33597,34247,35321,37314,40218,41973,42963|101
396|Serial Mom (1994)|01-Jan-1994|5,6,11|411,1104,1292,1813,2839,2960,2987,3189,3363,3697,4887,7165,9451,9985,12054,12116,12708,15405,16107,16316,18194,18398,19677,20413,20570,20774,20880,22200,22564,23026,23397,24025,24702,24732,27445,27607,27612,27873,27950,28324,28946,29211,29581,30174,30656,31262,31551,32795,32821,33101,33243,33685,33920,34637,34672,35140,35993,36164,36218,36790,36846,37543,37617,37715,38972,39076,39226,39816,39860,40999,41051,41284,41925,42962|849
397|Striking Distance (1993)|01-Jan-1993|1|465,941,1337,2690,2868,3560,3610,3860,6430,6810,8106,9497,10067,11131,11798,11878,11976,12589,12709,12887,14061,14094,16197,16315,16876,18874,19816,20213,20228,20616,21939,24318,25051,28237,28348,29262,30597,30989,36760,37246,37429,38875,41997,42622,43034|339
398|Super Mario Bros. (1993)|01-Jan-1993|1,2,4,15|872,4188,5366,7598,7624,7625,8350,8611,10943,11468,12006,12017,12077,14382,14632,14727,15089,15106,15948,16114,17077,17244,17649,17652,17892,18699,19212,19244,19264,20778,21168,21417,22023,22862,25106,27839,27915,27917,29415,30655,33237,33256,34471,35611,37335,38025,39011,39336,39627,39841,40244,40586,42111,42882|388,564
399|The Three Musketeers (1993)|01-Jan-1993|1,2,5|125,641,5288,5884,7558,9066,12014,15012,15163,15174,17198,18009,19489,19504,20857,23897,25500,25694,26132,28454,29536,31813,32314,32422,33391,38038|337
400|The Little Rascals (1994)|01-Jan-1994|4,5|883,896,1119,2028,3104,4105,5034,7609,7796,8019,10617,10733,11537,12429,13006,14388,15327,15997,16590,16836,17509,19275,20593,21638,23011,23127,25854,26527,26753,27529,27532,27874,27899,28654,28871,29639,30635,32116,33932,34422,35640,35887,36081,37505,38636,38683,38685,39553,41673,42213|771
401|The Brady Bunch Movie (1995)|01-Jan-1995|5|1025,1375,1509,2127,3345,3380,4974,5173,6107,6975,8706,9605,10101,10682,13122,14151,15109,15479,15671,17318,18268,19204,19345,19352,19444,21056,21217,22163,22680,22813,23150,24623,25496,26321,26623,28020,28204,28949,29554,29555,30346,31884,32212,33599,34303,34580,34715,35408,36346,36765,37131,37700,38686,38958,39723,40626,40866,40967,40970,41147,41407,41533,41811,41969,42182,42368|808
402|Ghost (1990)|01-Jan-1990|5,14,16|711,1032,2399,5422,5857,8094,8396,8608,9865,12234,12689,12780,12934,13625,14103,14920,15071,22504,23357,25451,25545,26065,26071,26551,29146,30089,30405,30451,30629,30631,30632,32378,32709,33035,33932,36660,36722,37634,38035,40095,43083|905
403|Batman (1989)|01-Jan-1989|1,2,6,8|1188,1237,1594,2190,2351,4451,5288,5574,5597,5893,5919,5995,7125,7439,7614,8058,9368,10016,10051,10678,11502,11726,11983,12915,13605,13852,14281,14770,15403,17143,17287,17726,17749,17761,18750,19176,19446,20017,20875,20877,22571,22661,24682,25012,25075,25319,25694,25820,27385,27447,27844,28207,28562,28610,28763,29940,31103,31840,32481,34346,34488,34955,34970,39991,40031,40192|107,795
404|Pinocchio (1940)|01-Jan-1940|3,4|2315,3060,4219,6133,7603,13124,13294,18883,22741,32175,38785,42118|244,333,384,423,489,675,736
405|Mission: Impossible (1996)|22-May-1996|1,2,13|2596,3826,3930,4277,5752,5935,6462,6932,7125,7479,7952,8193,8327,8973,10062,10678,12090,12575,14171,17390,19861,20293,20364,20644,21837,21898,22413,22619,23267,23394,23779,23839,25424,26939,27160,27168,28534,30697,30948,32164,32607,32655,35979,36658,37198,38225,39328,39597,40433,40777,41150,41842,42949|189
406|Thinner (1996)|25-Oct-1996|11,16|1739,2416,3466,5186,5814,7907,8142,8453,8912,9296,10265,11591,11883,12064,13319,13547,14002,15636,15815,16284,16387,18688,22794,26584,27183,27346,27523,27966,28502,32421,32571,33484,35399,36338,36514,37187,37864,39184,40419,41106,42922|357
407|Spy Hard (1996)|24-May-1996|5|287,793,1347,1521,2030,2070,2628,3525,3826,4429,4689,4862,5487,5605,5807,6498,6654,7446,7722,7859,8036,9072,9181,9320,9813,10197,10371,10449,10465,10525,10534,11676,11841,12152,12628,13065,13502,13577,14320,14516,14852,14971,15336,15566,16324,16433,17373,18205,18397,18415,18570,18959,19199,19674,19931,20281,20742,21987,22061,23095,23841,25720,26434,28704,28846,29482,29591,29885,30720,30741,32387,34442,34475,35230,35601,35969,35970,36018,36283,36518,36749,36759,36794,37959,38385,38442,38639,38934,38958,39956,40581,40648,41032,41235,41826,42103,42190,42262,42411,42412|267
408|Close Shave, A (1995)|28-Apr-1996|3,5,16||
409|Jack (1996)|07-Aug-1996|5,8|84,221,2283,2620,4590,5061,5326,5369,5439,6700,7924,7925,7926,10573,11530,11625,11644,12261,12827,13195,13779,13844,14290,14434,15118,15595,15939,16128,17254,17318,18287,18681,18844,19068,19358,19704,21296,21509,21945,22122,22753,24226,24552,24562,25530,25673,26637,28303,28867,28949,29131,29222,29624,30446,32301,32717,33036,33090,33662,34313,35569,36265,36348,36784,38764,38983,39730,40104,40105,40711,40955,41151,41404,42019,42556,42756,42834|157
410|Kingpin (1996)|12-Jul-1996|5|188,353,397,465,574,1105,1106,1337,1356,1480,1656,1691,1982,2293,2386,2471,2845,2907,3136,3367,3622,3626,3931,3932,4238,4293,4441,4656,4705,4719,4826,5184,5229,5406,5533,5952,6532,6638,6750,6943,7743,8178,8583,8584,8835,9343,9357,9381,9422,9509,9610,10157,10270,10271,10272,10276,10335,10408,10638,11011,11043,11325,11327,11375,11376,11679,12195,13210,13221,13235,13237,13305,13854,13949,14339,14393,14752,14799,14987,15221,15324,15501,15901,17666,17727,17991,18165,18334,18613,18690,18719,18943,19010,19332,19439,19910,20054,20313,20379,20408,20989,21293,21523,22004,22665,22676,23148,23154,23156,23350,23776,23873,24725,24865,25016,25218,25354,25355,25395,25446,25743,25768,25977,26016,26040,26674,26684,27223,27369,27586,27760,28307,28645,28983,29029,29506,29743,30854,30929,30930,30931,31134,31435,33124,33125,33126,33127,33530,33781,34143,34160,34394,34857,35114,35371,35547,35548,36091,36092,36279,36677,36888,36936,37098,37153,37332,37344,37784,37990,38115,38762,38894,39353,40066,40465,40597,40600,40951,41278,41298,41849,42003,42266,42761,42762,42824,42891|242,243
411|The Nutty Professor (1996)|28-Jun-1996|5,9,14,15|287,2791,3166,3973,4414,4553,4906,7291,10231,13226,14233,15872,17475,17888,18078,18124,18186,18694,18901,20613,21210,21487,22675,23932,24943,26364,27135,27210,27888,28229,29802,30350,30544,31476,32026,33422,34207,34362,35532,37308,37407,39197,39865,41377,42747,42862|733
412|Very Brady Sequel, A (1996)|23-Aug-1996|5||
