390|Fear of a Black Hat (1993)|01-Jan-1993|5|2789,2997,3261,4893,4975,5088,6642,6941,8366,9171,9705,9768,10201,10559,10762,11123,11188,11234,11429,12532,12682,13260,13385,13981,14702,16662,16697,17769,18409,18635,19620,19748,19983,20000,20102,21195,25071,25199,28523,28563,28777,30009,30119,30247,31037,33848,34694,35250,35514|
391|Last Action Hero (1993)|01-Jan-1993|1,5|40,1155,1192,1327,1536,2405,3421,3801,3894,4399,5154,5729,5845,6181,6218,6675,7027,7147,7239,8005,8432,9294,11161,11678,11760,11923,12430,12902,13188,13217,13289,13446,13454,13594,14727,14857,14867,14991,15065,15932,16391,16505,17201,17222,17292,17415,18013,18108,18286,18461,19132,19622,19686,19949,20912,21508,21736,21838,22220,22316,22704,22804,22839,23524,23608,25069,25371,25909,26105,26126,26375,27406,27836,28109,28747,30240,30625,32600,33380,33428,33523,33863,34125,34615,35121,35255,35373,35661,36186,36354|
392|Man Without a Face, The (1993)|01-Jan-1993|8||
393|Mrs. Doubtfire (1993)|01-Jan-1993|5|1388,1516,2147,2565,2667,2826,3347,4796,4944,4978,6110,7105,7224,8975,9978,12684,12949,13328,13329,14663,15392,15815,16038,16241,16908,17303,17923,18011,18013,21045,23270,24058,24939,26581,27450,28243,28735,29259,29281,29730,30037,30275,31231,31452,31661,31853,32052,32312,32563,33512,36341|
394|Radioland Murders (1994)|01-Jan-1994|5,13,14|5,1021,1288,1415,1491,1551,1676,1722,2985,3112,3160,3275,3707,3952,4836,5248,5362,6429,7024,7214,7282,7914,8402,9094,9336,9631,9972,10237,10841,11217,11318,11610,12006,12160,12273,12678,12921,13099,13223,13413,13694,14072,14092,14717,14739,14768,14769,14847,15200,15203,15590,15597,16367,16514,16777,16979,17335,17641,18190,18306,18901,19764,20319,21826,21891,22021,22306,22490,22504,22520,23231,23419,24006,24349,24929,25927,26286,26808,26865,27056,27476,27514,27856,28090,29241,29476,30635,30913,31290,31393,31446,31498,31746,32430,32664,33060,33234,33581,33700,33749,34460,35120,35608,36271,36330|
395|Robin Hood: Men in Tights (1993)|01-Jan-1993|5|215,335,783,1027,1048,2004,2117,2356,2650,2843,3769,3899,5152,5418,5551,5605,5606,5846,5866,6653,8044,8262,8338,8634,8922,9135,9505,9613,9741,9866,10874,11393,11577,12230,13018,13042,13782,14416,14447,14719,15188,16363,16925,17687,17822,17831,17953,18432,18520,18560,18710,19342,19540,19893,19895,20338,20690,21241,21377,21483,21841,21853,22783,22836,22837,23123,25188,25347,26592,26709,27043,27282,28562,29120,30043,31744,34212,35697,36534|
396|Serial Mom (1994)|01-Jan-1994|5,6,11|343,946,1105,1552,2437,2531,2557,2725,2876,3161,4180,6098,8042,8505,10281,10333,10840,13100,13699,13871,15473,15641,16711,17325,17461,17637,17730,18857,19176,19566,19873,20423,20987,21015,23341,23475,23479,23699,23764,24076,24614,24847,25160,25657,26061,26583,26830,27875,27899,28140,28261,28639,28847,29455,29486,29889,30604,30748,30797,31292,31338,31937,31992,32084,33136,33231,33362,33865,33902,34875,34918,35114,35654,36533|
397|Striking Distance (1993)|01-Jan-1993|1|392,804,1144,2310,2461,3039,3086,3294,5464,5799,6908,8081,8579,9492,10060,10134,10216,10738,10841,10997,11968,11992,13771,13870,14339,16037,16823,17168,17179,17500,18632,20672,21281,24005,24097,24889,26015,26345,31266,31685,31839,33049,35718,36234,36599|
398|Super Mario Bros. (1993)|01-Jan-1993|1,2,4,15|746,3581,4582,6473,6497,6498,7109,7338,9336,9778,10243,10249,10298,12240,12447,12529,12833,12847,13568,13703,14513,14654,15002,15005,15203,15889,16322,16350,16367,17641,17975,18190,18701,19434,21325,23668,23736,23737,25018,26060,28256,28271,29313,30288,31763,32337,33173,33447,33697,33887,34235,34526,35815,36464|
399|Three Musketeers, The (1993)|01-Jan-1993|1,2,5||
400|Little Rascals, The (1994)|01-Jan-1994|4,5||
401|Brady Bunch Movie, The (1995)|01-Jan-1995|5||
402|Ghost (1990)|01-Jan-1990|5,14,16|603,884,2063,4627,4994,6897,7148,7335,8403,10440,10822,10903,11040,11612,12000,12686,12816,19125,19838,21624,21701,22163,22169,22577,24788,25580,25850,25889,26041,26043,26044,27518,27800,28083,28859,31174,31228,32008,32346,34108,36640|
403|Batman (1989)|01-Jan-1989|1,2,6,8|1018,1058,1368,1886,2020,3800,4516,4757,4780,5028,5053,5108,6064,6329,6487,6866,7966,8531,8564,9106,9808,9995,10222,11022,11597,11798,12153,12564,13098,14572,14693,15067,15087,15098,15934,16293,16519,16989,17727,17729,19183,19264,20971,21248,21298,21516,21835,21941,23289,23342,23673,23980,24289,24328,24458,25466,26447,27061,27608,29203,29330,29728,29740,34014,34052,34187|
404|Pinocchio (1940)|01-Jan-1940|3,4|1989,2617,3607,5221,6478,11192,11334,16046,19334,27351,32977,35821|
405|Mission: Impossible (1996)|22-May-1996|1,2,13|2231,3268,3353,3652,4905,5063,5494,5905,6064,6369,6772,6977,7086,7645,8574,9106,10308,10726,12058,14777,16864,17232,17290,17524,18544,18596,19042,19226,19761,19871,20205,20256,21605,22906,23099,23106,24261,26094,26311,27341,27718,27755,30590,31173,31640,32505,33440,33671,34394,34686,35003,35587,36522|
406|Thinner (1996)|25-Oct-1996|11,16|1483,2076,2960,4431,4957,6736,6939,7199,7594,7906,8746,9881,10139,10288,11356,11549,11917,13301,13453,13845,13931,15879,19376,22605,23118,23259,23405,23777,24236,27556,27688,28468,30110,30901,31049,31629,32202,33324,34381,34966,36498|
407|Spy Hard (1996)|24-May-1996|5|236,676,1153,1302,1745,1782,2257,3010,3268,3782,4005,4156,4680,4787,4951,5524,5661,6336,6579,6694,6848,7724,7812,7928,8356,8690,8840,8910,8922,8976,8983,9953,10102,10367,10769,11150,11517,11573,12188,12351,12632,12731,13041,13240,13877,13968,14765,15483,15640,15657,15784,16110,16313,16708,16922,17225,17610,18675,18733,19628,20258,21855,22479,24405,24530,25074,25170,25419,26112,26131,27526,29289,29317,29968,30280,30581,30582,30622,30853,31052,31255,31265,31295,32282,32640,32688,32856,33102,33126,33986,34522,34574,34903,35073,35575,35808,35877,35939,36059,36060|
408|Close Shave, A (1995)|28-Apr-1996|3,5,16||
409|Jack (1996)|07-Aug-1996|5,8|74,183,1962,2249,3918,4331,4547,4585,4641,5702,6749,6750,6751,9018,9830,9913,9927,10462,10944,11253,11738,11791,12162,12278,12859,13263,13561,13712,14663,14717,15553,15875,16013,16196,16450,16732,18086,18271,18636,18786,19344,20592,20858,20866,21692,21816,22647,24058,24545,24617,24773,24856,25201,25884,27454,27808,28084,28131,28618,29175,30252,30837,30910,31286,32960,33147,33787,34117,34118,34630,34841,35004,35219,35738,36174,36352,36423|
410|Kingpin (1996)|12-Jul-1996|5|159,292,331,392,489,947,948,1144,1161,1266,1419,1448,1701,1971,2050,2121,2442,2492,2679,2880,3096,3100,3354,3355,3620,3666,3791,3975,4021,4032,4121,4429,4466,4617,4720,5074,5555,5647,5743,5915,6598,6965,7311,7312,7528,7947,7957,7979,8017,8090,8180,8658,8749,8750,8751,8754,8806,8876,9074,9394,9420,9657,9659,9699,9700,9955,10404,11265,11275,11285,11286,11344,11800,11871,12203,12246,12549,12586,12746,12947,13031,13184,13526,15018,15068,15293,15449,15591,15820,15881,15906,16096,16154,16427,16512,16903,17024,17247,17299,17321,17823,18083,18280,18687,19268,19278,19666,19671,19672,19831,20202,20288,21009,21128,21252,21424,21545,21546,21580,21620,21877,21898,22082,22117,22139,22678,22687,23153,23277,23455,23601,24062,24356,24646,24686,25097,25305,26228,26295,26296,26297,26475,26728,28158,28159,28160,28161,28504,28727,29033,29045,29244,29643,29864,30085,30235,30236,30681,30682,30849,31189,31376,31416,31557,31596,31761,31770,32141,32307,32409,32958,33066,33460,34082,34423,34533,34535,34837,35108,35125,35594,35724,35943,36357,36358,36414,36473|
411|Nutty Professor, The (1996)|28-Jun-1996|5,9,14,15||
412|Very Brady Sequel, A (1996)|23-Aug-1996|5||
413|Tales from the Crypt Presents: Bordello of Blood (1996)|19-Jul-1996|11||
414|My Favorite Year (1982)|01-Jan-1982|5|99,677,1629,2144,2518,2605,2609,2812,3077,5633,5781,5845,6407,6834,7183,7912,8049,8723,8900,9110,9409,10022,10081,10796,13157,13705,14302,14787,14899,15240,15323,16683,18870,19373,19689,20659,21262,22010,23437,23693,24199,24483,25854,26833,27476,27644,28612,29167,29329,29607,30354,30434,30663,31846,32645,33618,33833,33929,34540,35161|
415|Apple Dumpling Gang, The (1975)|01-Jan-1975|4,5,18||
416|Old Yeller (1957)|01-Jan-1957|4,8|4414,4568,11962,17100,21066,24576,31936,36050|
417|Parent Trap, The (1961)|01-Jan-1961|4,8||
418|Cinderella (1950)|01-Jan-1950|3,4,12|723,1145,1649,3592,3920,6060,7562,10468,11606,13623,14472,17575,18335,21329,21455,22251,22843,24348,25037,25235,25816,26107,26671,26748,27133,27195,27351,27471,27823,28179,28197,28367,28724,29026,29723,29830,32332,32445,32679,32724,33283,33584,33768,33966,34459,34725,34984,35192,36282,36293,36451|
419|Mary Poppins (1964)|01-Jan-1964|4,5,12|940,1023,1086,1145,2477,2851,3064,5577,5657,6793,7606,7846,9196,9435,10445,12779,13272,13813,14295,14484,14531,14738,15390,15415,16024,16622,16915,17322,18335,20372,20687,21321,21785,22356,22476,22814,24485,25089,25291,25606,27353,27753,27924,28724,30136,30824,30945,31056,31209,32724,34529,35423,35679|
420|Alice in Wonderland (1951)|01-Jan-1951|3,4,12|1145,1989,4348,4357,8811,9239,9608,10164,11591,12779,13531,13623,14954,16622,18335,20833,22160,22530,24485,25095,25530,25816,28197,31056,31209,32724,36627|
421|William Shakespeare's Romeo and Juliet (1996)|25-Oct-1996|8,14||
422|Aladdin and the King of Thieves (1996)|01-Jan-1996|3,4,5|125,1186,1601,1776,2373,3016,4963,7323,7633,8555,9379,11440,11444,12351,16807,17243,18612,19600,21176,21547,23620,23668,24058,25385,26355,30639,30882,31814,33443,36053|
423|E.T. the Extra-Terrestrial (1982)|01-Jan-1982|4,8,9,15|1283,1692,3386,4759,5217,7464,7670,8900,9713,10370,11014,11385,12097,12494,12913,13688,14110,15899,16554,16813,17457,19885,20387,21654,21728,22112,22409,23456,23639,25449,26371,27989,29404,30819,31223,31521,31764,35039,35979,36136,36367|
424|Children of the Corn: The Gathering (1996)|01-Jan-1996|11|6395,6420,6470,7234,8775,8898,10985,12015,12016,12260,13075,17214,17215,17911,19562,19663,23769,24198,24606,25773,25950,28027,28973,30580,31609,31659,34798,35286,35862,36073|
425|Bob Roberts (1992)|01-Jan-1992|5|356,639,707,804,1043,1514,1932,2460,2610,3043,5044,5824,6760,6845,7440,7780,9127,9701,9997,10750,12880,13275,14679,15071,15908,16281,16614,16620,16886,17500,17659,17697,17875,18123,18698,18828,18832,18837,18919,20317,20574,20611,21007,21186,21325,21522,21777,22145,22620,23014,23383,23735,24255,25043,25088,26117,26630,27130,27303,28700,28786,29193,29747,29891,30107,30527,31069,31594,31772,32578,33357,33689,33872,33873,34285,35037,35156,35294,35410,36312|
426|Transformers: The Movie, The (1986)|01-Jan-1986|1,3,4,15,16,17||
427|To Kill a Mockingbird (1962)|01-Jan-1962|8|272,456,683,1022,1137,1281,2241,2482,3633,3921,4155,4384,4805,5663,6354,6619,7225,7417,7588,9064,9124,9138,9225,9687,10943,11165,11183,11749,12436,14916,15718,16524,16907,17294,17433,17463,17720,19626,20117,20941,20998,21067,21625,22203,22421,22448,22563,23055,23198,23239,23313,23808,23945,23986,24198,25295,25708,28098,28736,29230,31665,32538,32561,33119,34756,34985,36189|
428|Harold and Maude (1971)|01-Jan-1971|5|751,2798,3960,4626,5042,5323,5457,5800,8414,9929,13478,18265,19917,20681,21322,22682,23064,24334,27924,28051,28691,28927,30212,31476,33312,34891,35206|
429|Day the Earth Stood Still, The (1951)|01-Jan-1951|8,15||
430|Duck Soup (1933)|01-Jan-1933|5,17|704,2262,2366,2486,3200,3232,4048,4824,5948,11728,11942,12929,13700,14196,14197,14198,14199,14200,14329,14367,15112,15717,16607,21613,21623,22846,23727,24407,26867,27363,27844,28924,29655,35545,36402|
431|Highlander (1986)|01-Jan-1986|1,2|1113,1674,2168,2695,2814,3560,4406,4649,5768,6064,6358,6949,7086,7125,7714,7745,8524,9014,9482,10378,12470,12734,13810,13917,14365,14729,14788,15478,16408,16415,17761,18090,18387,18850,19029,20093,21314,22607,22677,23936,27950,28815,29392,29949,34155,35067|
432|Fantasia (1940)|01-Jan-1940|3,4,12|3016,5872,6054,13623,20842,21433,21908,32765|
433|Heathers (1989)|01-Jan-1989|5||
434|Forbidden Planet (1956)|01-Jan-1956|15|471,1767,2354,5221,5879,6158,8669,9493,10153,11235,11674,13681,14631,15204,15208,16313,17606,18954,21343,22177,22483,23283,28446|
435|Butch Cassidy and the Sundance Kid (1969)|01-Jan-1969|1,5,18|182,1103,1282,2838,3570,3610,4000,4586,5065,5808,6269,6611,7713,9723,10133,10701,11208,11601,13463,14065,14161,16236,16771,18335,18392,18603,19411,20007,20614,22406,28771,29204,30961,31740,34050|
436|American Werewolf in London, An (1981)|01-Jan-1981|11||
437|Amityville 1992: It's About Time (1992)|01-Jan-1992|11||
438|Amityville 3-D (1983)|01-Jan-1983|11|1252,1389,9362,11319,12205,17523,18889,19085,24733,25906,26808,27316,27934,29332,31305,33007,34186|
439|Amityville: A New Generation (1993)|01-Jan-1993|11|164,2145,9254,9511,10984,11117,16068,16658,16817,17157,19288,19406,19931,21317,21327,24445,28852,29806,32692,34093,34535,34746|
440|Amityville II: The Possession (1982)|01-Jan-1982|11|166,2134,2244,4015,4160,5592,5970,8682,8997,10875,11248,11528,13738,16782,16825,17222,17986,18163,18753,19234,20826,21142,24592,24935,28462,29645,30336,30359,30964,31001,33369|
441|Amityville Horror, The (1979)|01-Jan-1979|11||
442|Amityville Curse, The (1990)|01-Jan-1990|11||
443|Birds, The (1963)|01-Jan-1963|11||
444|Blob, The (1958)|01-Jan-1958|11,15||
445|Body Snatcher, The (1945)|01-Jan-1945|11||
446|Burnt Offerings (1976)|01-Jan-1976|11|3308,10838,15006,15502,15959,18416,18738,21911,22661,25773,27385,29496|
447|Carrie (1976)|01-Jan-1976|11|4736,5428,6082,8153,8365,11527,12618,18015,19483,21338,21810,22425,22474,22863,24993,25624,25686,25867,26195,27309,29965,29966,30917,31854,32753,33395,34866,34909|
448|Omen, The (1976)|01-Jan-1976|11||
449|Star Trek: The Motion Picture (1979)|01-Jan-1979|1,2,15|711,2206,2445,2631,2748,3099,4214,4335,5811,5995,5996,5997,6361,6857,7165,7787,7989,8084,8591,8963,10353,10725,10989,11420,11655,11958,12095,12232,12500,12874,13309,14709,15528,15619,16329,18963,19286,19567,19916,20039,20264,21577,21799,22102,22856,23582,23880,25437,26535,26710,27159,28410,28420,28836,29600,29880,30489,30780,30838,31824,31841,32229,32622,32682,32802,32851,32875,33445,34207,34983,35598,36210,36386,36535|
450|Star Trek V: The Final Frontier (1989)|01-Jan-1989|1,2,15|1600,1745,2836,4505,4881,5996,10172,10539,11655,12095,13477,15867,16329,18110,19980,20264,20602,20873,21657,21799,23417,25790,28234,28953,29381,32682,34520,36303|
451|Grease (1978)|01-Jan-1978|5,12,14|866,1030,1359,1832,2374,3027,3123,3154,4382,4434,5178,5524,6344,7931,8037,8630,8756,11750,12465,12984,13959,15523,15594,17209,17280,18111,19142,19262,20198,20573,21004,21358,21993,22474,22591,23391,23638,24573,24810,24965,25091,25144,25711,25821,26188,26196,26657,26669,26980,27221,27561,27628,27732,28194,28291,28302,28442,28736,28906,29012,29016,31140,31575,32667,34930,35216,35347,35580|
452|Jaws 2 (1978)|01-Jan-1978|1,11|1371,2863,4211,6164,6167,6219,6271,6599,8219,8507,8726,8848,8927,9234,9411,12231,14035,14210,14779,15824,16929,16951,19075,19822,20836,21018,21093,21381,22277,22856,23920,24142,27082,27085,27653,27891,28485,28500,28566,28665,28796,29106,31987,33119,35237,35914,36252,36336|
453|Jaws 3-D (1983)|01-Jan-1983|1,11|271,546,2007,3963,6471,7291,7584,7739,8171,8547,8660,9306,10265,12041,12644,13614,14389,14956,15055,15649,16785,17121,17669,18060,18082,19938,20347,21355,22130,22686,22791,23377,23940,25160,26620,26994,27852,28856,29785,30105,30729,31194,31213,31782,32440,33548,34374,34420,34998,35042,35070,35094,35442,35566,35567,35983,36100|
454|Bastard Out of Carolina (1996)|15-Dec-1996|8|5191,6560,8056,8302,9995,13397,13730,15835,17641,18115,19114,20452,21366,21382,21634,23421,24217,25022,25057,25933,27591,29479,31027,31540,31796,32007,33782,34329,35582,36539,36592|
455|Jackie Chan's First Strike (1996)|10-Jan-1997|1||
456|Beverly Hills Ninja (1997)|17-Jan-1997|1,5|984,1995,2484,2912,3360,3788,3821,3852,4408,4491,5006,5306,5507,5562,6206,6909,6910,6911,8411,8461,10708,11347,11867,12022,12439,13495,15214,16720,17108,18975,19478,19712,20442,21127,22004,22071,22080,22302,22310,25004,25869,26228,26429,27947,29819,31762,32452,33145,33323,34198,34574,34968|
457|Free Willy 3: The Rescue (1997)|08-Aug-1997|2,4,8|1743,2942,4888,5199,5909,11631,11856,12419,15219,18694,19828,22443,23255,27045,34691|
458|Nixon (1995)|01-Jan-1995|8|60,324,1450,1451,1528,1534,2135,2210,2228,2312,2493,2581,2703,3043,3082,3203,3394,3454,3494,3587,3596,3714,3896,4154,4378,4729,4737,4921,4981,5417,5802,5936,6282,6540,6635,6738,6888,7133,7381,8391,8403,8693,9077,9104,9408,9557,9689,9722,9852,10018,10235,10298,10576,11126,11481,11544,11722,11733,11737,11740,11741,11819,11878,11908,12891,13233,13827,13945,14084,14096,14459,14642,14658,14828,14962,15889,16301,16351,16449,16802,16879,16974,17162,17256,17518,17594,17701,17708,17717,17945,18373,18539,18667,18804,19124,19164,19348,19354,20480,20903,20980,21204,21268,21344,21346,21419,21458,21459,21463,21938,21995,22429,22553,23130,23148,23165,23285,23287,23323,23427,24110,24124,24363,24628,24982,25136,26270,26530,26799,26863,26978,26981,27332,27660,27697,27982,28374,28574,28812,28849,28996,29512,30276,30433,30437,30441,30442,30710,31180,32544,32574,32725,32726,33659,33743,33940,33996,34027,34121,34561,35030,35988,36354,36628|
459|Cry, the Beloved Country (1995)|01-Jan-1995|8|669,920,2194,3698,4103,6348,9186,9431,11215,12282,12327,12630,13795,14214,15076,15090,15373,15403,15506,16081,16083,16255,16372,17529,17578,18214,18277,18825,18871,18924,18995,20056,20070,20212,20513,20749,21386,22668,23596,23843,23847,27244,27828,30178,30461,30494,30712,31499,32775,33629,35093,35492|
460|Crossing Guard, The (1995)|01-Jan-1995|8||
461|Smoke (1995)|01-Jan-1995|8|391,645,851,6760,8018,8097,9402,9419,10538,11634,14878,15757,17425,18458,19151,23795,24568,24813,26657,28800,28932,29919,30251,32790,35329,36024|
462|Like Water For Chocolate (Como agua para chocolate) (1992)|01-Jan-1992|8,14||
463|Secret of Roan Inish, The (1994)|01-Jan-1994|2||
464|Vanya on 42nd Street (1994)|01-Jan-1994|8|8001,8789,14351,15770,17649,20286,26005,26904,30026,32353,34782|
465|Jungle Book, The (1994)|01-Jan-1994|2,4,14||
466|Red Rock West (1992)|01-Jan-1992|16||
467|Bronx Tale, A (1993)|01-Jan-1993|8||
468|Rudy (1993)|01-Jan-1993|8|680,794,1343,1408,1415,1433,1578,1583,1658,1659,2346,4132,5483,5641,5655,6182,6183,6348,6742,6960,7796,8431,8606,8802,9862,10496,11322,12299,14232,14639,14665,15190,15409,16779,17809,18013,18327,18406,18718,19116,19194,19290,19367,19713,19800,19890,19903,19925,20175,20208,20511,20553,20898,21061,21123,21271,21524,21693,22127,22921,23824,23873,24751,25112,25367,25557,26718,26791,27020,28124,29605,29975,30044,30337,30989,31163,31481,31524,32341,33281,33325,33384,33511,35344,35403,35781,36400|
469|Short Cuts (1993)|01-Jan-1993|8|105,357,1387,2028,3302,3571,3776,4230,5224,5347,5590,6004,6085,6304,6768,7466,7641,7642,7780,9029,9428,9781,10144,10241,11523,11524,12864,12882,12985,13028,13397,14034,14848,15389,17341,17952,18294,18837,18977,19181,22479,22673,23217,23383,23589,23992,24936,25137,25879,26361,26665,27260,28135,28514,29005,31027,31434,31437,31894,32353,34044,34070,34539,34711,35127,35156,35344,35526|
470|Tombstone (1993)|01-Jan-1993|18|602,666,848,1547,1832,2210,2400,2960,3370,3992,4088,4299,4559,4660,4802,5935,6263,6397,6611,7303,7450,7862,8129,8364,8800,9258,9871,10848,11851,12539,14427,14605,15359,15361,16658,16856,17221,17254,17533,17976,18342,19114,19427,19868,20354,20558,20797,21156,21172,21729,21730,21901,21995,22209,22657,22796,23379,23780,23883,24253,24690,25526,26953,27537,29693,29885,31523,32964,33910,34609,36171|
471|Courage Under Fire (1996)|08-Mar-1996|8,17|78,577,694,794,904,3043,3496,5145,5220,5679,5933,7616,8201,8294,8438,8978,9150,10543,10728,10896,10971,11907,12462,13471,14372,14635,14863,15107,15648,15710,17392,17561,17595,17644,17878,18283,18821,19817,19950,20507,22146,22918,22963,23210,23444,23485,24625,25322,29417,32657,33518,34186,35109,35351,35533,36185,36225|
472|Dragonheart (1996)|31-May-1996|1,2,9||
473|James and the Giant Peach (1996)|12-Apr-1996|3,4,12|1601,3227,4755,4952,5854,5987,6137,8241,9284,11949,15745,16013,17853,21200,22025,22079,24545,27862,29826,31014,31371,31603,34025,34285,35073,35663|
474|Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)|01-Jan-1963|15,17||
475|Trainspotting (1996)|19-Jul-1996|8|307,309,2494,3411,4649,5595,6387,7643,10059,13616,13698,14684,14752,14850,15195,15817,16189,18706,19209,23691,23692,24240,25569,27733,28314,29528,31402,31436,32675,34045,35851|
476|First Wives Club, The (1996)|14-Sep-1996|5||
477|Matilda (1996)|02-Aug-1996|4,5|244,370,1367,2057,2584,2887,4213,4549,4741,5729,7075,7776,7781,8406,9066,9827,10443,11252,11500,11592,12987,13401,16873,17132,18557,18824,21493,22095,22475,22776,23033,23342,23503,25391,26175,26607,26910,27008,27235,27343,27365,27377,27840,28189,28190,28230,28478,28479,28966,28967,29002,29725,29815,29863,30481,30488,31488,32906,33140,33208,34292,34850,34913,35036,35200,35204,35570,36341|
478|Philadelphia Story, The (1940)|01-Jan-1940|5,14||
479|Vertigo (1958)|01-Jan-1958|13,16|158,541,982,1628,2241,2838,4439,5589,7865,8236,8556,8557,8621,9120,9397,9720,10019,10255,10331,11208,14594,15576,15914,17497,18519,18672,19771,20290,21352,21364,25045,25290,25558,26027,27036,27040,27549,27710,28335,28704,29809,30129,32214,32762,33094,33442,33685,34597,34677,35273|
480|North by Northwest (1959)|01-Jan-1959|5,16|104,208,445,449,813,880,959,1023,1238,1384,1641,1877,2146,3470,3475,3542,3601,4212,4497,4735,4753,4884,5129,5142,5904,6169,6589,6938,6967,8036,8267,8440,8654,8776,9120,9185,9761,10019,10183,10632,10760,11088,11165,11447,11712,11749,12502,12964,12983,13253,13566,14039,14102,14162,14225,14439,14868,15223,15390,16107,16585,16695,17707,17770,17852,18024,18417,19319,19691,19771,20049,20191,20291,20711,20990,21287,21321,21511,21761,22327,22421,22483,22846,23552,23913,23975,24040,24057,24342,24593,24684,25054,27254,27268,28174,28335,28397,28470,29926,30445,30832,30844,31639,31924,33498,34220,34714,34947,36212,36374|
481|Apartment, The (1960)|01-Jan-1960|5,8||
482|Some Like It Hot (1959)|01-Jan-1959|5,6|959,1246,1384,2495,2722,3475,3549,3921,3979,4376,4841,5036,5841,6169,6923,7195,7380,7606,8169,8503,8689,8698,9185,9435,9470,10211,10309,10637,11742,12448,12864,12983,13257,13273,13902,14077,14258,14382,14489,14793,16516,16524,17000,17441,17454,18176,18643,18909,18972,19319,19691,20049,20201,20366,20694,21321,21452,22421,22537,23110,23166,23529,24138,26759,26942,27810,28252,28349,31934,32257,32313,32850,33219,34530,36037,36210,36316|
483|Casablanca (1942)|01-Jan-1942|8,14,17|72,152,410,622,705,1384,1479,1520,1976,2048,2108,2126,2212,2265,2558,3388,3727,4529,4609,4622,5117,5197,5391,5517,5564,5601,5725,6228,6467,6794,6929,7388,7926,7999,8413,8773,9134,9531,9776,10473,10586,10688,11942,12389,13024,13127,13341,13365,13366,13958,14017,14113,14391,14909,14922,14972,15000,15066,15610,15652,15758,15870,16426,16585,17047,17160,17773,17828,18037,18085,18205,18531,18920,19106,19309,19476,19536,20188,20260,20626,20804,20964,21219,21600,21974,22548,22861,22935,23140,23825,24133,24251,24752,25649,25659,26363,26655,27275,29117,29371,30657,30968,32517,32973,32982,34771,35771,35776|
484|Maltese Falcon, The (1941)|01-Jan-1941|10,13||
485|My Fair Lady (1964)|01-Jan-1964|12,14|227,1023,1442,1647,1847,2519,2620,2827,2962,3259,4695,5120,5172,5484,5788,5828,6281,6798,6902,7444,7445,7446,7568,7588,8385,8767,9196,9435,9449,9670,10084,10137,10163,10181,10255,10366,10571,10580,11749,11999,12421,13152,13344,13782,14014,14134,14646,14790,15360,16024,16073,16597,16628,17307,17322,18152,18199,18764,18840,19047,19573,20293,20371,21109,21219,21673,21713,21953,22421,23787,24283,24336,24421,24450,24911,24931,24955,25285,25495,25518,25606,25831,25935,26072,26091,26146,26269,26512,26814,27023,27044,27156,27326,27427,27744,27801,27949,28032,28703,28746,29056,29443,29552,29560,30419,30450,30945,31056,31440,32068,32117,32158,32193,32444,32455,33179,33379,33707,33965,34048,34075,34165,34348,34953,35034,35480,36048,36071,36332|
486|Sabrina (1954)|01-Jan-1954|5,14|158,982,1563,2108,2653,2795,3049,3259,3396,3475,5117,6281,7379,7409,8498,8625,9225,9257,9387,9435,9498,9509,9968,10121,12356,14163,14793,15390,15598,16105,16524,17129,17901,18290,23095,24027,25606,25989,27040,29560,29935,30722,33612,33831,34053,35896,35968|
487|Roman Holiday (1953)|01-Jan-1953|5,14|201,389,540,637,963,1072,1290,2079,2764,3395,3418,3624,4622,4628,5383,5429,5823,6733,6767,7061,7452,7956,8517,8897,9931,9982,10020,10269,10319,10982,11368,12024,12137,12492,13243,13473,14010,14827,15367,15450,15471,15655,16199,16357,16765,16897,17177,17294,17361,17757,17899,18172,18809,18810,19789,20136,20633,22238,22500,22619,22828,23066,23707,24014,25901,26584,27158,28188,28358,28587,28678,28934,29560,30868,31148,33637,33837,34452,34862,35622,35788,35809,36091,36503,36506|
488|Sunset Blvd. (1950)|01-Jan-1950|10|230,304,1824,1972,2241,3978,4057,4628,5133,5380,5615,5740,6160,6806,6923,7020,8077,8142,8563,8698,8774,9134,9225,9587,9761,10121,10250,11147,11310,11595,12522,12636,13203,14105,14880,15184,15193,15201,15504,15569,15660,16107,16545,16550,17422,20302,20696,20795,22190,22671,23137,23209,23418,23563,23916,25221,26854,28178,28613,29776,30227,32133,32468,32641,32714,32760,32896,33609,35233,35844|
489|Notorious (1946)|01-Jan-1946|10,14,16|2187,2692,2759,2787,2838,3200,4098,4284,4655,5690,6740,8501,8520,8654,9602,10019,10331,10792,11697,11781,12288,13272,13576,14039,14162,14566,14793,14977,15288,15335,15569,15613,16107,16386,16481,16776,16911,18205,19771,19956,20153,22497,22530,23095,23132,23141,23152,23376,23913,24482,25323,25434,25583,25649,26466,26759,28335,28419,29046,30632,31297,32079,32408,34759,35701,36152,36331|
